DataFile.Basename,SD,choise,justice1.RESP,justice1.RT,T1.RT,T1.RESP
T-4-1,SD1.jpg,T2.png,j,529,3045,f
T-4-1,SD1.jpg,T5.png,j,568,796,f
T-4-1,SD1.jpg,T4.png,f,401,1248,f
T-4-1,SD1.jpg,T2.png,j,449,1806,f
T-4-1,SD1.jpg,T1.png,j,433,1391,f
T-4-1,SD1.jpg,T3.png,f,335,1038,f
T-4-1,SD1.jpg,T5.png,f,378,1082,f
T-4-1,SD1.jpg,T4.png,f,451,1208,f
T-4-1,SD1.jpg,T3.png,f,268,963,f
T-4-1,SD1.jpg,T1.png,j,512,1247,f
T-4-1,SD1.jpg,T2.png,j,377,1081,f
T-4-1,SD1.jpg,T4.png,f,315,2161,f
T-4-1,SD1.jpg,T5.png,f,251,769,f
T-4-1,SD1.jpg,T2.png,j,284,673,f
T-4-1,SD1.jpg,T1.png,j,376,988,f
T-4-1,SD1.jpg,T3.png,f,416,685,f
T-4-1,SD2.jpg,T2.png,j,2717,2160,f
T-4-1,SD2.jpg,T4.png,j,1708,1696,j
T-4-1,SD2.jpg,T3.png,f,567,646,f
T-4-1,SD2.jpg,T1.png,j,308,1703,f
T-4-1,SD2.jpg,T5.png,j,817,2130,j
T-4-1,SD2.jpg,T3.png,f,302,858,f
T-4-1,SD2.jpg,T2.png,j,894,2586,f
T-4-1,SD2.jpg,T5.png,j,849,1710,j
T-4-1,SD2.jpg,T4.png,j,578,1338,j
T-4-1,SD2.jpg,T1.png,j,481,1324,f
T-4-1,SD2.jpg,T5.png,j,279,1096,f
T-4-1,SD2.jpg,T1.png,j,353,3159,f
T-4-1,SD2.jpg,T3.png,f,279,2122,f
T-4-1,SD2.jpg,T2.png,f,725,3019,f
T-4-1,SD2.jpg,T4.png,j,2665,1329,j
T-4-1,SD2.jpg,T1.png,j,382,1816,f
T-4-1,SD2.jpg,T4.png,j,1027,2384,j
T-4-1,SD2.jpg,T3.png,f,743,755,f
T-4-1,SD2.jpg,T2.png,j,675,3101,f
T-4-1,SD2.jpg,T5.png,j,1340,2852,j
T-4-1,SD3.jpg,T3.png,f,768,985,f
T-4-1,SD3.jpg,T5.png,j,315,1340,j
T-4-1,SD3.jpg,T1.png,j,499,1219,f
T-4-1,SD3.jpg,T4.png,j,711,2747,j
T-4-1,SD3.jpg,T2.png,f,1334,1721,f
T-4-1,SD3.jpg,T4.png,j,872,4001,j
T-4-1,SD3.jpg,T3.png,f,799,943,f
T-4-1,SD3.jpg,T5.png,j,1106,1964,j
T-4-1,SD3.jpg,T2.png,j,1642,1423,f
T-4-1,SD3.jpg,T1.png,j,1076,1054,f
T-4-1,SD3.jpg,T5.png,j,922,1569,j
T-4-1,SD3.jpg,T3.png,f,638,886,f
T-4-1,SD3.jpg,T4.png,j,286,1175,j
T-4-1,SD3.jpg,T1.png,f,1003,1437,f
T-4-1,SD3.jpg,T2.png,f,1305,1270,f
T-4-1,SD3.jpg,T3.png,f,720,956,f
T-4-1,SD3.jpg,T4.png,j,1350,2690,j
T-4-1,SD3.jpg,T2.png,f,620,4275,f
T-4-1,SD3.jpg,T1.png,j,392,1069,f
T-4-1,SD3.jpg,T5.png,j,665,2107,j
T-5-1,SD1.jpg,T5.png,,,,
T-5-1,SD1.jpg,T1.png,,,,
T-5-1,SD2.jpg,T2.png,,,,
T-5-1,SD2.jpg,T4.png,,,,
T-5-1,SD3.jpg,T2.png,,,,
T-5-1,SD3.jpg,T3.png,,,,
T-5-1,SD1.jpg,T2.png,j,580,2428,f
T-5-1,SD1.jpg,T5.png,j,957,1781,j
T-5-1,SD1.jpg,T3.png,f,452,1250,f
T-5-1,SD1.jpg,T1.png,j,554,3010,f
T-5-1,SD1.jpg,T4.png,j,849,1580,f
T-5-1,SD1.jpg,T5.png,j,1459,2504,f
T-5-1,SD1.jpg,T3.png,f,684,1398,f
T-5-1,SD1.jpg,T2.png,j,295,2362,f
T-5-1,SD1.jpg,T1.png,j,879,2140,f
T-5-1,SD1.jpg,T4.png,j,1380,2412,f
T-5-1,SD1.jpg,T5.png,j,943,1981,f
T-5-1,SD1.jpg,T1.png,j,336,2164,f
T-5-1,SD1.jpg,T2.png,j,294,1540,f
T-5-1,SD1.jpg,T4.png,j,280,1438,f
T-5-1,SD1.jpg,T3.png,f,682,881,f
T-5-1,SD1.jpg,T4.png,j,697,2231,f
T-5-1,SD1.jpg,T1.png,j,394,840,f
T-5-1,SD1.jpg,T3.png,f,786,800,f
T-5-1,SD1.jpg,T2.png,j,424,1837,f
T-5-1,SD1.jpg,T5.png,j,487,1333,f
T-5-1,SD2.jpg,T2.png,j,999,2091,j
T-5-1,SD2.jpg,T5.png,j,303,1420,j
T-5-1,SD2.jpg,T1.png,j,734,2282,j
T-5-1,SD2.jpg,T3.png,f,438,625,f
T-5-1,SD2.jpg,T4.png,f,616,2403,j
T-5-1,SD2.jpg,T3.png,f,774,2194,f
T-5-1,SD2.jpg,T5.png,j,602,893,j
T-5-1,SD2.jpg,T1.png,j,267,935,j
T-5-1,SD2.jpg,T2.png,j,222,1690,j
T-5-1,SD2.jpg,T4.png,j,325,848,j
T-5-1,SD2.jpg,T2.png,j,454,920,j
T-5-1,SD2.jpg,T1.png,j,305,794,j
T-5-1,SD2.jpg,T5.png,j,813,1530,j
T-5-1,SD2.jpg,T3.png,f,788,1209,f
T-5-1,SD2.jpg,T4.png,j,761,2351,j
T-5-1,SD2.jpg,T3.png,f,552,943,f
T-5-1,SD2.jpg,T2.png,j,370,737,j
T-5-1,SD2.jpg,T4.png,j,479,752,j
T-5-1,SD2.jpg,T5.png,j,410,1018,j
T-5-1,SD2.jpg,T1.png,j,469,531,j
T-5-1,SD3.jpg,T3.png,f,1193,1172,f
T-5-1,SD3.jpg,T4.png,j,315,1595,f
T-5-1,SD3.jpg,T5.png,j,775,2594,j
T-5-1,SD3.jpg,T2.png,j,598,2571,j
T-5-1,SD3.jpg,T1.png,j,469,1419,j
T-5-1,SD3.jpg,T5.png,j,1067,1378,f
T-5-1,SD3.jpg,T2.png,j,283,1469,j
T-5-1,SD3.jpg,T4.png,j,472,1739,f
T-5-1,SD3.jpg,T3.png,f,298,876,f
T-5-1,SD3.jpg,T1.png,j,464,1723,j
T-5-1,SD3.jpg,T4.png,j,330,1028,f
T-5-1,SD3.jpg,T5.png,j,285,1139,f
T-5-1,SD3.jpg,T1.png,j,628,1439,j
T-5-1,SD3.jpg,T2.png,j,314,1201,j
T-5-1,SD3.jpg,T3.png,f,763,699,f
T-5-1,SD3.jpg,T2.png,j,263,1289,j
T-5-1,SD3.jpg,T3.png,f,371,889,f
T-5-1,SD3.jpg,T5.png,j,276,1619,f
T-5-1,SD3.jpg,T1.png,j,809,1498,j
T-5-1,SD3.jpg,T4.png,j,771,1407,f
T-5-2,SD1.jpg,T3.png,,,,
T-5-2,SD1.jpg,T1.png,,,,
T-5-2,SD2.jpg,T2.png,,,,
T-5-2,SD2.jpg,T4.png,,,,
T-5-2,SD3.jpg,T1.png,,,,
T-5-2,SD3.jpg,T5.png,,,,
T-5-2,SD1.jpg,T5.png,j,1310,1672,f
T-5-2,SD1.jpg,T1.png,j,1369,1558,f
T-5-2,SD1.jpg,T3.png,f,715,731,f
T-5-2,SD1.jpg,T2.png,j,961,3243,f
T-5-2,SD1.jpg,T4.png,j,691,1048,f
T-5-2,SD1.jpg,T5.png,j,645,1581,f
T-5-2,SD1.jpg,T4.png,j,2005,1276,f
T-5-2,SD1.jpg,T3.png,f,780,868,f
T-5-2,SD1.jpg,T1.png,j,791,3538,f
T-5-2,SD1.jpg,T2.png,j,427,1303,f
T-5-2,SD1.jpg,T5.png,f,414,1155,f
T-5-2,SD1.jpg,T2.png,j,248,1635,f
T-5-2,SD1.jpg,T4.png,f,364,1081,f
T-5-2,SD1.jpg,T1.png,j,260,1964,f
T-5-2,SD1.jpg,T3.png,f,266,626,f
T-5-2,SD1.jpg,T4.png,f,253,773,f
T-5-2,SD1.jpg,T5.png,f,249,708,f
T-5-2,SD1.jpg,T2.png,j,214,1157,f
T-5-2,SD1.jpg,T3.png,f,267,540,f
T-5-2,SD1.jpg,T1.png,j,277,548,f
T-5-2,SD2.jpg,T5.png,j,282,1765,j
T-5-2,SD2.jpg,T3.png,f,247,788,f
T-5-2,SD2.jpg,T1.png,j,215,964,j
T-5-2,SD2.jpg,T4.png,j,519,1489,f
T-5-2,SD2.jpg,T2.png,j,212,1401,j
T-5-2,SD2.jpg,T4.png,j,314,851,f
T-5-2,SD2.jpg,T5.png,j,704,2509,j
T-5-2,SD2.jpg,T1.png,j,358,1145,j
T-5-2,SD2.jpg,T2.png,j,183,3311,j
T-5-2,SD2.jpg,T3.png,f,255,537,f
T-5-2,SD2.jpg,T1.png,j,364,1193,j
T-5-2,SD2.jpg,T3.png,f,276,616,f
T-5-2,SD2.jpg,T5.png,j,269,2084,j
T-5-2,SD2.jpg,T2.png,j,483,1075,j
T-5-2,SD2.jpg,T4.png,j,310,1129,f
T-5-2,SD2.jpg,T1.png,j,428,3271,j
T-5-2,SD2.jpg,T5.png,j,259,1164,j
T-5-2,SD2.jpg,T4.png,j,233,1289,f
T-5-2,SD2.jpg,T2.png,j,478,660,j
T-5-2,SD2.jpg,T3.png,f,226,740,f
T-5-2,SD3.jpg,T5.png,j,296,1978,j
T-5-2,SD3.jpg,T4.png,j,299,861,f
T-5-2,SD3.jpg,T1.png,j,577,1006,j
T-5-2,SD3.jpg,T2.png,j,462,1231,j
T-5-2,SD3.jpg,T3.png,f,277,649,f
T-5-2,SD3.jpg,T2.png,j,541,861,j
T-5-2,SD3.jpg,T1.png,j,249,722,j
T-5-2,SD3.jpg,T5.png,j,306,958,j
T-5-2,SD3.jpg,T3.png,f,390,422,f
T-5-2,SD3.jpg,T4.png,j,270,1058,f
T-5-2,SD3.jpg,T1.png,j,237,789,j
T-5-2,SD3.jpg,T4.png,j,248,1380,f
T-5-2,SD3.jpg,T2.png,j,287,693,j
T-5-2,SD3.jpg,T5.png,j,1023,778,f
T-5-2,SD3.jpg,T3.png,f,328,854,f
T-5-2,SD3.jpg,T1.png,j,740,1295,j
T-5-2,SD3.jpg,T2.png,j,289,912,j
T-5-2,SD3.jpg,T5.png,j,343,972,j
T-5-2,SD3.jpg,T4.png,j,780,901,f
T-5-2,SD3.jpg,T3.png,f,251,546,f
T-6-1,SD1.jpg,T3.png,,,,
T-6-1,SD1.jpg,T4.png,,,,
T-6-1,SD2.jpg,T3.png,,,,
T-6-1,SD2.jpg,T4.png,,,,
T-6-1,SD3.jpg,T5.png,,,,
T-6-1,SD3.jpg,T1.png,,,,
T-6-1,SD1.jpg,T2.png,,,,
T-6-1,SD1.jpg,T1.png,,,,
T-6-1,SD2.jpg,T4.png,,,,
T-6-1,SD2.jpg,T3.png,,,,
T-6-1,SD3.jpg,T1.png,,,,
T-6-1,SD3.jpg,T4.png,,,,
T-6-1,SD1.jpg,T5.png,f,1960,2845,f
T-6-1,SD1.jpg,T1.png,f,492,1701,f
T-6-1,SD1.jpg,T4.png,f,1050,2923,f
T-6-1,SD1.jpg,T2.png,f,575,1799,f
T-6-1,SD1.jpg,T3.png,f,615,2138,f
T-6-1,SD1.jpg,T4.png,f,421,614,f
T-6-1,SD1.jpg,T1.png,f,529,1471,f
T-6-1,SD1.jpg,T3.png,f,410,947,f
T-6-1,SD1.jpg,T2.png,f,369,1209,f
T-6-1,SD1.jpg,T5.png,f,382,1053,f
T-6-1,SD1.jpg,T1.png,f,375,1174,f
T-6-1,SD1.jpg,T2.png,j,837,2899,f
T-6-1,SD1.jpg,T5.png,j,1907,3039,j
T-6-1,SD1.jpg,T3.png,f,740,3080,f
T-6-1,SD1.jpg,T4.png,j,1128,0,
T-6-1,SD1.jpg,T1.png,j,415,3167,f
T-6-1,SD1.jpg,T5.png,j,1109,2181,j
T-6-1,SD1.jpg,T2.png,f,443,3920,f
T-6-1,SD1.jpg,T3.png,f,309,3896,f
T-6-1,SD1.jpg,T4.png,j,367,4035,j
T-6-1,SD2.jpg,T3.png,f,378,2088,f
T-6-1,SD2.jpg,T5.png,j,1387,3631,j
T-6-1,SD2.jpg,T4.png,j,624,2349,j
T-6-1,SD2.jpg,T2.png,j,987,1479,f
T-6-1,SD2.jpg,T1.png,j,645,2052,f
T-6-1,SD2.jpg,T2.png,j,450,1782,f
T-6-1,SD2.jpg,T3.png,f,710,1224,f
T-6-1,SD2.jpg,T5.png,j,1017,3412,j
T-6-1,SD2.jpg,T4.png,j,770,3189,j
T-6-1,SD2.jpg,T1.png,j,311,3575,f
T-6-1,SD2.jpg,T4.png,j,2472,0,
T-6-1,SD2.jpg,T3.png,f,469,1206,f
T-6-1,SD2.jpg,T2.png,j,349,2851,f
T-6-1,SD2.jpg,T1.png,j,953,842,f
T-6-1,SD2.jpg,T5.png,j,242,1110,j
T-6-1,SD2.jpg,T2.png,j,295,1802,f
T-6-1,SD2.jpg,T3.png,f,277,1085,f
T-6-1,SD2.jpg,T1.png,j,352,1120,f
T-6-1,SD2.jpg,T5.png,j,886,3363,j
T-6-1,SD2.jpg,T4.png,j,568,2681,f
T-6-1,SD3.jpg,T3.png,f,1209,1088,f
T-6-1,SD3.jpg,T2.png,j,2155,2425,f
T-6-1,SD3.jpg,T4.png,j,1118,2788,f
T-6-1,SD3.jpg,T5.png,j,1472,1655,j
T-6-1,SD3.jpg,T1.png,j,2413,2864,j
T-6-1,SD3.jpg,T4.png,j,346,4203,f
T-6-1,SD3.jpg,T5.png,j,493,2953,j
T-6-1,SD3.jpg,T2.png,j,606,1933,f
T-6-1,SD3.jpg,T3.png,f,310,1124,f
T-6-1,SD3.jpg,T1.png,j,930,2449,f
T-6-1,SD3.jpg,T4.png,j,669,2874,f
T-6-1,SD3.jpg,T2.png,j,416,1250,f
T-6-1,SD3.jpg,T5.png,j,689,1962,j
T-6-1,SD3.jpg,T1.png,j,1296,1347,f
T-6-1,SD3.jpg,T3.png,f,709,818,f
T-6-1,SD3.jpg,T5.png,j,859,2768,j
T-6-1,SD3.jpg,T2.png,j,916,4206,f
T-6-1,SD3.jpg,T3.png,f,648,1306,f
T-6-1,SD3.jpg,T1.png,j,877,1455,f
T-6-1,SD3.jpg,T4.png,j,448,1691,f
T-7-1,SD1.jpg,T3.png,,,,
T-7-1,SD1.jpg,T4.png,,,,
T-7-1,SD2.jpg,T1.png,,,,
T-7-1,SD2.jpg,T4.png,,,,
T-7-1,SD3.jpg,T1.png,,,,
T-7-1,SD3.jpg,T4.png,,,,
T-7-1,SD1.jpg,T4.png,j,1049,3164,j
T-7-1,SD1.jpg,T1.png,j,517,1284,j
T-7-1,SD1.jpg,T3.png,f,693,834,f
T-7-1,SD1.jpg,T5.png,j,597,1334,j
T-7-1,SD1.jpg,T2.png,j,1434,1476,j
T-7-1,SD1.jpg,T5.png,j,539,1910,j
T-7-1,SD1.jpg,T4.png,j,219,1885,j
T-7-1,SD1.jpg,T3.png,f,962,1201,f
T-7-1,SD1.jpg,T1.png,j,360,1356,j
T-7-1,SD1.jpg,T2.png,j,423,1010,j
T-7-1,SD1.jpg,T4.png,j,369,1690,j
T-7-1,SD1.jpg,T5.png,j,249,786,j
T-7-1,SD1.jpg,T1.png,j,388,633,j
T-7-1,SD1.jpg,T3.png,f,1794,1133,f
T-7-1,SD1.jpg,T2.png,j,1752,1052,j
T-7-1,SD1.jpg,T5.png,j,253,1332,j
T-7-1,SD1.jpg,T3.png,f,1121,1037,f
T-7-1,SD1.jpg,T4.png,j,362,732,j
T-7-1,SD1.jpg,T1.png,j,213,755,j
T-7-1,SD1.jpg,T2.png,j,394,1326,j
T-7-1,SD2.jpg,T3.png,f,816,1299,f
T-7-1,SD2.jpg,T2.png,j,266,2013,j
T-7-1,SD2.jpg,T5.png,j,304,529,j
T-7-1,SD2.jpg,T1.png,j,224,336,j
T-7-1,SD2.jpg,T4.png,j,397,532,j
T-7-1,SD2.jpg,T1.png,j,269,452,j
T-7-1,SD2.jpg,T5.png,j,256,502,j
T-7-1,SD2.jpg,T2.png,j,201,493,j
T-7-1,SD2.jpg,T4.png,j,296,269,j
T-7-1,SD2.jpg,T3.png,f,289,770,f
T-7-1,SD2.jpg,T2.png,j,331,1181,j
T-7-1,SD2.jpg,T5.png,j,784,696,j
T-7-1,SD2.jpg,T1.png,j,322,559,j
T-7-1,SD2.jpg,T3.png,f,1016,1180,f
T-7-1,SD2.jpg,T4.png,j,208,674,j
T-7-1,SD2.jpg,T3.png,j,2670,326,j
T-7-1,SD2.jpg,T5.png,j,2746,718,j
T-7-1,SD2.jpg,T1.png,j,330,817,j
T-7-1,SD2.jpg,T2.png,j,321,659,j
T-7-1,SD2.jpg,T4.png,j,408,575,j
T-7-1,SD3.jpg,T5.png,j,1641,2046,j
T-7-1,SD3.jpg,T1.png,j,350,578,j
T-7-1,SD3.jpg,T3.png,f,1503,1055,f
T-7-1,SD3.jpg,T4.png,j,324,757,j
T-7-1,SD3.jpg,T2.png,j,2495,916,j
T-7-1,SD3.jpg,T1.png,j,458,750,j
T-7-1,SD3.jpg,T2.png,j,337,423,j
T-7-1,SD3.jpg,T3.png,f,742,1235,f
T-7-1,SD3.jpg,T4.png,j,322,551,j
T-7-1,SD3.jpg,T5.png,j,380,1285,j
T-7-1,SD3.jpg,T2.png,j,484,611,j
T-7-1,SD3.jpg,T3.png,f,577,818,f
T-7-1,SD3.jpg,T1.png,j,359,827,j
T-7-1,SD3.jpg,T4.png,j,503,564,j
T-7-1,SD3.jpg,T5.png,j,885,1562,j
T-7-1,SD3.jpg,T3.png,f,1178,730,f
T-7-1,SD3.jpg,T2.png,j,520,683,j
T-7-1,SD3.jpg,T1.png,j,495,605,j
T-7-1,SD3.jpg,T5.png,j,939,616,j
T-7-1,SD3.jpg,T4.png,j,448,795,j
T-8-1,SD1.jpg,T1.png,,,,
T-8-1,SD1.jpg,T3.png,,,,
T-8-1,SD2.jpg,T2.png,,,,
T-8-1,SD2.jpg,T3.png,,,,
T-8-1,SD3.jpg,T4.png,,,,
T-8-1,SD3.jpg,T2.png,,,,
T-8-1,SD1.jpg,T4.png,f,613,1299,f
T-8-1,SD1.jpg,T1.png,j,1683,2227,f
T-8-1,SD1.jpg,T3.png,f,361,1228,f
T-8-1,SD1.jpg,T2.png,f,390,2691,f
T-8-1,SD1.jpg,T5.png,f,560,1795,f
T-8-1,SD1.jpg,T3.png,f,1664,2305,f
T-8-1,SD1.jpg,T4.png,f,564,1221,f
T-8-1,SD1.jpg,T1.png,j,1865,3052,j
T-8-1,SD1.jpg,T2.png,j,332,1539,f
T-8-1,SD1.jpg,T5.png,f,1224,551,f
T-8-1,SD1.jpg,T3.png,f,327,845,f
T-8-1,SD1.jpg,T5.png,j,338,1784,f
T-8-1,SD1.jpg,T2.png,j,540,2154,f
T-8-1,SD1.jpg,T1.png,f,441,605,f
T-8-1,SD1.jpg,T4.png,f,1673,3784,f
T-8-1,SD1.jpg,T3.png,f,1605,2861,f
T-8-1,SD1.jpg,T1.png,f,429,1331,f
T-8-1,SD1.jpg,T2.png,f,489,1001,f
T-8-1,SD1.jpg,T5.png,j,1495,3159,j
T-8-1,SD1.jpg,T4.png,f,325,1685,f
T-8-1,SD2.jpg,T3.png,f,341,1646,f
T-8-1,SD2.jpg,T5.png,j,1177,3625,j
T-8-1,SD2.jpg,T4.png,j,151,1786,j
T-8-1,SD2.jpg,T2.png,f,293,1129,f
T-8-1,SD2.jpg,T1.png,j,308,1501,f
T-8-1,SD2.jpg,T5.png,j,1441,1607,j
T-8-1,SD2.jpg,T1.png,j,160,1316,f
T-8-1,SD2.jpg,T4.png,j,208,1840,f
T-8-1,SD2.jpg,T3.png,f,250,534,f
T-8-1,SD2.jpg,T2.png,j,270,1250,f
T-8-1,SD2.jpg,T5.png,j,1102,1161,j
T-8-1,SD2.jpg,T3.png,f,113,820,f
T-8-1,SD2.jpg,T1.png,j,261,2917,f
T-8-1,SD2.jpg,T2.png,j,226,1757,f
T-8-1,SD2.jpg,T4.png,j,1183,1435,j
T-8-1,SD2.jpg,T2.png,j,313,1674,f
T-8-1,SD2.jpg,T3.png,f,282,752,f
T-8-1,SD2.jpg,T5.png,j,765,1236,j
T-8-1,SD2.jpg,T4.png,j,267,1446,j
T-8-1,SD2.jpg,T1.png,j,335,2691,f
T-8-1,SD3.jpg,T4.png,j,1047,0,
T-8-1,SD3.jpg,T2.png,f,40,1151,f
T-8-1,SD3.jpg,T5.png,f,281,305,f
T-8-1,SD3.jpg,T1.png,f,279,368,f
T-8-1,SD3.jpg,T3.png,f,66,270,f
T-8-1,SD3.jpg,T5.png,f,126,311,f
T-8-1,SD3.jpg,T4.png,f,496,358,f
T-8-1,SD3.jpg,T3.png,f,257,327,f
T-8-1,SD3.jpg,T2.png,f,207,44,f
T-8-1,SD3.jpg,T1.png,f,40,240,f
T-8-1,SD3.jpg,T5.png,f,427,15,f
T-8-1,SD3.jpg,T3.png,f,269,253,f
T-8-1,SD3.jpg,T4.png,f,81,142,f
T-8-1,SD3.jpg,T1.png,f,33,1454,f
T-8-1,SD3.jpg,T2.png,f,732,245,f
T-8-1,SD3.jpg,T3.png,f,264,707,f
T-8-1,SD3.jpg,T2.png,f,261,392,f
T-8-1,SD3.jpg,T5.png,f,206,231,f
T-8-1,SD3.jpg,T4.png,f,343,253,f
T-8-1,SD3.jpg,T1.png,f,448,328,f
T-9-1,SD1.jpg,T5.png,,,,
T-9-1,SD1.jpg,T1.png,,,,
T-9-1,SD2.jpg,T4.png,,,,
T-9-1,SD2.jpg,T3.png,,,,
T-9-1,SD3.jpg,T4.png,,,,
T-9-1,SD3.jpg,T2.png,,,,
T-9-1,SD1.jpg,T5.png,j,778,3126,f
T-9-1,SD1.jpg,T3.png,j,617,1102,f
T-9-1,SD1.jpg,T1.png,j,1044,2815,f
T-9-1,SD1.jpg,T2.png,j,619,2064,f
T-9-1,SD1.jpg,T4.png,j,3050,4320,f
T-9-1,SD1.jpg,T1.png,j,717,2036,f
T-9-1,SD1.jpg,T4.png,j,703,2868,f
T-9-1,SD1.jpg,T5.png,j,652,1317,f
T-9-1,SD1.jpg,T3.png,f,1047,1100,f
T-9-1,SD1.jpg,T2.png,j,468,3387,f
T-9-1,SD1.jpg,T1.png,j,655,1954,f
T-9-1,SD1.jpg,T3.png,f,690,986,f
T-9-1,SD1.jpg,T4.png,j,339,1024,f
T-9-1,SD1.jpg,T2.png,j,584,1033,f
T-9-1,SD1.jpg,T5.png,j,1137,1088,f
T-9-1,SD1.jpg,T2.png,j,669,748,f
T-9-1,SD1.jpg,T3.png,f,1200,783,f
T-9-1,SD1.jpg,T5.png,j,759,1129,f
T-9-1,SD1.jpg,T1.png,j,896,1762,f
T-9-1,SD1.jpg,T4.png,j,529,852,f
T-9-1,SD2.jpg,T1.png,j,701,3909,f
T-9-1,SD2.jpg,T2.png,j,483,1564,f
T-9-1,SD2.jpg,T5.png,j,621,510,f
T-9-1,SD2.jpg,T4.png,j,657,492,f
T-9-1,SD2.jpg,T3.png,f,465,0,
T-9-1,SD2.jpg,T1.png,j,2572,524,j
T-9-1,SD2.jpg,T2.png,j,1278,799,f
T-9-1,SD2.jpg,T4.png,j,586,1099,f
T-9-1,SD2.jpg,T5.png,j,461,840,f
T-9-1,SD2.jpg,T3.png,f,554,541,f
T-9-1,SD2.jpg,T4.png,j,572,847,f
T-9-1,SD2.jpg,T2.png,j,687,1013,f
T-9-1,SD2.jpg,T1.png,j,367,597,f
T-9-1,SD2.jpg,T5.png,j,561,1202,f
T-9-1,SD2.jpg,T3.png,f,585,541,f
T-9-1,SD2.jpg,T5.png,j,370,1739,f
T-9-1,SD2.jpg,T1.png,j,384,588,f
T-9-1,SD2.jpg,T4.png,j,506,1168,f
T-9-1,SD2.jpg,T2.png,j,566,576,f
T-9-1,SD2.jpg,T3.png,f,879,599,f
T-9-1,SD3.jpg,T2.png,j,706,2291,f
T-9-1,SD3.jpg,T5.png,j,335,314,f
T-9-1,SD3.jpg,T1.png,j,367,366,f
T-9-1,SD3.jpg,T3.png,j,442,535,f
T-9-1,SD3.jpg,T4.png,j,383,544,f
T-9-1,SD3.jpg,T2.png,j,366,839,f
T-9-1,SD3.jpg,T5.png,j,316,403,f
T-9-1,SD3.jpg,T1.png,j,304,449,f
T-9-1,SD3.jpg,T4.png,j,365,575,f
T-9-1,SD3.jpg,T3.png,f,342,637,f
T-9-1,SD3.jpg,T2.png,j,416,933,f
T-9-1,SD3.jpg,T5.png,j,635,672,f
T-9-1,SD3.jpg,T1.png,j,379,432,f
T-9-1,SD3.jpg,T3.png,j,388,370,f
T-9-1,SD3.jpg,T4.png,j,318,589,f
T-9-1,SD3.jpg,T3.png,f,313,339,f
T-9-1,SD3.jpg,T1.png,j,295,1300,f
T-9-1,SD3.jpg,T4.png,j,400,473,f
T-9-1,SD3.jpg,T5.png,j,283,455,f
T-9-1,SD3.jpg,T2.png,j,348,633,f
